"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"3210","Manufacture of electronic valves and tubes and other electronic components","334414","Electronic Capacitor Manufacturing","electronic capacitors"
"3210","Manufacture of electronic valves and tubes and other electronic components","334415","Electronic Resistor Manufacturing","electronic resistors"
"3210","Manufacture of electronic valves and tubes and other electronic components","334418","Printed Circuit Assembly (Electronic Assembly) Manufacturing","printed circuit assemblies for a variety of uses (board level devices), contract insertion of components on printed circuit boards"
"3210","Manufacture of electronic valves and tubes and other electronic components","334419","Other Electronic Component Manufacturing","miscellaneous electronic devices, such as piezo electric devices, crystals, LCD discrete devices, filters, and other miscellaneous devices"
"3210","Manufacture of electronic valves and tubes and other electronic components","335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","electrical capacitors, resistors, condensers, and similar, accelerators"
"3220","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","334210","Telephone Apparatus Manufacturing","central office switching equipment, cordless telephones (except cellular), PBX equipment, telephones, and data communications equipment, such as bridges, routers, and gateways"
"3220","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","wireless telephone equipment, radio and television broadcast equipment, CCTV equipment, television cameras, private FM radio communications systems, CB radios, and similar, including broadcast studio monitors"
"3220","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","334290","Other Communications Equipment Manufacturing","intercoms and similar communications equipment"
"3220","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","811213","Communication Equipment Repair and Maintenance","repair and maintenance of communications equipment"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","333313","Office Machinery Manufacturing","electronic voting machines, dictating machines"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","334210","Telephone Apparatus Manufacturing","telephone answering machines"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","broadcast studio equipment such as reproduction equipment, transmitting and receiving antennas, paging equipment"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","334290","Other Communications Equipment Manufacturing","radio and infrared remote control devices"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","334310","Audio and Video Equipment Manufacturing","video cassette recorders, televisions, stereo equipment, speaker systems, household-type video cameras, jukeboxes, and amplifiers for musical instruments and public address systems."
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","334419","Other Electronic Component Manufacturing","heads (pickup, recording, read/write, etc.), phonograph needles"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","811213","Communication Equipment Repair and Maintenance","repair and maintenance of public address equipment"
"3230","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","repair of commercial equipment"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","334510","Electromedical and Electrotherapeutic Apparatus Manufacturing","electromedical and electrotherapeutic apparatus manufacturing, medical laser equipment, medical endoscopic equipment"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","334517","Irradiation Apparatus Manufacturing","X-ray and other irradiation apparatus, medical"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","337127","Institutional Furniture Manufacturing","hydraulic type beauty and barber chairs"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339111","Laboratory Apparatus and Furniture Manufacturing","laboratory sterilizers, hospital and surgical furniture"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339112","Surgical and Medical Instrument Manufacturing","bone plates and screws, syringes, needles, catheters, cannulae, etc."
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339113","Surgical Appliance and Supplies Manufacturing","including orthopedic and prosthetic devices, gas masks"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339114","Dental Equipment and Supplies Manufacturing","dental instruments"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339115","Ophthalmic Goods Manufacturing","glass eyes"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","339116","Dental Laboratories","artificial teeth, bridges, etc., made in dental labs"
"3311","Manufacture of medical and surgical equipment and orthopaedic appliances","811219","Other Electronic and Precision Equipment Repair and Maintenance","repair and maintenance of medical equipment"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","332212","Hand and Edge Tool Manufacturing","levels, tape measures and similar handtools, machinists' precision tools (except optical)"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","333314","Optical Instrument and Lens Manufacturing","optical measuring and checking devices and instruments, such as optical comparators, gun sighting and fire control equipment, optical alignment, test, and control equipment"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","333315","Photographic and Photocopying Equipment Manufacturing","photographic light meters, range finders, etc."
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","333319","Other Commercial and Service Industry Machinery Manufacturing","alignment and tire balancing equipment"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","333999","All Other Miscellaneous General Purpose Machinery Manufacturing","balancing equipment (except wheel balancing)"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","communication signal testing apparatus"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334511","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","flight recorders, search, detection, navigation, aeronautical, and nautical equipment, including sonabouys"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334512","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","environmental controls and automatic controls for appliances, temperature, humidity and similar"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334514","Totalizing Fluid Meter and Counting Device Manufacturing","fluid meters and counting devices"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334515","Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals","instruments for measuring electricity and electrical signals"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334516","Analytical Laboratory Instrument Manufacturing","laboratory analytical instruments"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","334519","Other Measuring and Controlling Device Manufacturing","other measuring and controlling devices, such as radiation detection equipment, polygraph machines, thermometers (except bimetal medical type), meteorological instruments "
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","339111","Laboratory Apparatus and Furniture Manufacturing","laboratory scales, balances, incubators, and miscellaneous laboratory apparatus for measuring, testing, etc."
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","339112","Surgical and Medical Instrument Manufacturing","medical thermometers"
"3312","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","811219","Other Electronic and Precision Equipment Repair and Maintenance","repair and maintenance of precision instruments and apparatus"
"3313","Manufacture of industrial process control equipment","238290","Other Building Equipment Contractors","assembly and installation of machinery in production lines"
"3313","Manufacture of industrial process control equipment","334513","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","industrial process control equipment manufacturing "
"3313","Manufacture of industrial process control equipment","811219","Other Electronic and Precision Equipment Repair and Maintenance","repair of process control instruments"
"3320","Manufacture of optical instruments and photographic equipment","333295","Semiconductor Machinery Manufacturing","photolithography equipment for semiconductor manufacturing"
"3320","Manufacture of optical instruments and photographic equipment","333314","Optical Instrument and Lens Manufacturing","optical instruments and lenses, optical microscopes, binoculars, telescopes, etc."
"3320","Manufacture of optical instruments and photographic equipment","333315","Photographic and Photocopying Equipment Manufacturing","photographic equipment"
"3320","Manufacture of optical instruments and photographic equipment","335921","Fiber Optic Cable Manufacturing","fiber-optic cable made from purchased strand (live transmission of images)"
"3320","Manufacture of optical instruments and photographic equipment","339115","Ophthalmic Goods Manufacturing","ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles"
"3320","Manufacture of optical instruments and photographic equipment","811219","Other Electronic and Precision Equipment Repair and Maintenance","repair of optical equipment"
"3330","Manufacture of watches and clocks","334514","Totalizing Fluid Meter and Counting Device Manufacturing","parking meters"
"3330","Manufacture of watches and clocks","334518","Watch, Clock, and Part Manufacturing","watches, clocks, and parts, such as watch cases and housings of all materials, movements, chronometers, and similar - also includes time clocks, time/date stamps, time locks, and similar timing devices"
"3330","Manufacture of watches and clocks","339911","Jewelry (except Costume) Manufacturing","precious metal watch bands"
"3330","Manufacture of watches and clocks","339914","Costume Jewelry and Novelty Manufacturing","watch bands, metal (except precious metal)"
"3330","Manufacture of watches and clocks","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","parking meter and other commercial timing equipment repair"
"3410","Manufacture of motor vehicles","333618","Other Engine Equipment Manufacturing","automotive diesel engines"
"3410","Manufacture of motor vehicles","336111","Automobile Manufacturing","car manufacturing on chassis of own manufacture"
"3410","Manufacture of motor vehicles","336112","Light Truck and Utility Vehicle Manufacturing","lightweight trucks and vans on chassis of own manufacture"
"3410","Manufacture of motor vehicles","336120","Heavy Duty Truck Manufacturing","heavy trucks, buses, tractors for semitrailers, on-highway special purpose vehicles, such as motor homes, garbage trucks or fire trucks on chassis of own manufacture"
"3410","Manufacture of motor vehicles","336211","Motor Vehicle Body Manufacturing","assembly of completed vehicles on purchased chassis (upfitters)"
"3410","Manufacture of motor vehicles","336213","Motor Home Manufacturing","van and minivan conversion on a factory or assembly line basis, motor homes on purchased chassis"
"3410","Manufacture of motor vehicles","336312","Gasoline Engine and Engine Parts Manufacturing","motor vehicle engines, gasoline new; factory rebuilding of automotive engines"
"3410","Manufacture of motor vehicles","336510","Railroad Rolling Stock Manufacturing","trackless trolley buses (electric power from overhead or underground wires)"
"3410","Manufacture of motor vehicles","336992","Military Armored Vehicle, Tank, and Tank Component Manufacturing","armored amphibious military vehicles"
"3410","Manufacture of motor vehicles","336999","All Other Transportation Equipment Manufacturing","ATVs, golf carts, go-carts, snowmobiles, and similar, including race cars"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","326199","All Other Plastics Product Manufacturing","plastics air cargo containers"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","332420","Metal Tank (Heavy Gauge) Manufacturing","heavy gauge containers for one or more modes of transportation, including tanks for tanker trailers"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","332439","Other Metal Container Manufacturing","air cargo containers, light gauge metal"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","333111","Farm Machinery and Equipment Manufacturing","farm wagons (such as hay wagons)"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","336211","Motor Vehicle Body Manufacturing","manufacturing motor vehicle bodies, such as car bodies, ambulance bodies, truck cabs, and similar"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","336212","Truck Trailer Manufacturing","general and special purpose semitrailers (fifth wheel type) and demountable cargo containers. This industry does not include specialty trailers for agricultural purposes, such as to be towed by agricultural tractors or combines for off-road use)"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","336214","Travel Trailer and Camper Manufacturing","travel trailers (camper trailers), utility trailers, boat trailers, horse trailers, and similar trailers using a tongue and ball or receiver type hitch."
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","811121","Automotive Body, Paint, and Interior Repair and Maintenance ","custom fabrication of trailer bodies on a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
"3420","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","reconditioning demountable cargo containers, shipping drums and barrels"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336211","Motor Vehicle Body Manufacturing","fifth wheel assemblies"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336311","Carburetor, Piston, Piston Ring, and Valve Manufacturing","carburetors, engine intake and exhaust valves, pistons and piston rings, for motor vehicle engines"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336312","Gasoline Engine and Engine Parts Manufacturing","gasoline engine parts: bearings, connecting rods, crankshafts, cylinder heads, engine blocks, flywheels, fuel injection, manifolds, positive crankcase ventilation valves, rocker arms, timing gears and chains, and other automotive engine parts"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336330","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","steering boxes, rack and pinion units, steering wheels; shock absorbers, struts, tie rods, tie rod ends, and other suspension components"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336340","Motor Vehicle Brake System Manufacturing","brakes and brake parts, brake rotors and drums, brake calipers and wheel cylinders, proportioning valves, brake shoes and pads, and similar"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336350","Motor Vehicle Transmission and Power Train Parts Manufacturing","manual and automatic transmissions and transaxles, factory rebuilding of transmissions, torque converters, pressure plates and clutch disks, CV joints and universal joints, differentials, drive shafts, transmission parts and similar power train components"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336360","Motor Vehicle Seating and Interior Trim Manufacturing","automobile seat covers, textile automobile trimmings, motor vehicle interior systems (headliners, panels, seats, trim), seat belts, tire covers"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336370","Motor Vehicle Metal Stamping","stampings for motor vehicles (plain stampings, if further worked or machined, they are classified as other motor vehicle parts)"
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336399","All Other Motor Vehicle Parts Manufacturing","mufflers, wheels, wipers, air bags, bumpers, catalytic converters, exhaust systems, gas tanks, sunroofs, trailer hitches, tow bars, radiators, oil coolers, transmission coolers, racks-luggage, bicycle and similar, miscellaneous motor vehicle parts, n.e.c."
"3430","Manufacture of parts and accessories for motor vehicles and their engines","336999","All Other Transportation Equipment Manufacturing","parts of ATV, snowmobiles, golf carts, go-carts"
"3511","Building and repairing of ships","238350","Finish Carpentry Contractors","ship joinery "
"3511","Building and repairing of ships","326299","All Other Rubber Product Manufacturing","inflatable rubber life rafts and dinghies"
"3511","Building and repairing of ships","332312","Fabricated Structural Metal Manufacturing","prefabricated ship and barge sections"
"3511","Building and repairing of ships","332313","Plate Work Manufacturing","fabricated metal plate buoys"
"3511","Building and repairing of ships","336611","Ship Building and Repairing","ship building, including activities, such as repair and maintenance performed in a shipyard"
"3511","Building and repairing of ships","488390","Other Support Activities for Water Transportation","ship scaling not done in shipyards, repairs and routine maintenance performed by floating dry-docks"
"3512","Building and repairing of pleasure and sporting boats","326199","All Other Plastics Product Manufacturing","inflatable plastic pleasure boats"
"3512","Building and repairing of pleasure and sporting boats","326299","All Other Rubber Product Manufacturing","inflatable rubber pleasure boats"
"3512","Building and repairing of pleasure and sporting boats","332312","Fabricated Structural Metal Manufacturing","prefabricated boat sections"
"3512","Building and repairing of pleasure and sporting boats","336612","Boat Building","pleasure craft including sailboats, motorboats, rowboats, canoes, and similar pleasure craft (not made in shipyards)"
"3512","Building and repairing of pleasure and sporting boats","336999","All Other Transportation Equipment Manufacturing","personal watercraft"
"3512","Building and repairing of pleasure and sporting boats","441222","Boat Dealers","retail and repair of new boats, primarily repair"
"3512","Building and repairing of pleasure and sporting boats","811490","Other Personal and Household Goods Repair and Maintenance","pleasure boat repair and maintenance services (not also selling new boats)"
"3520","Manufacture of railway and tramway locomotives and rolling stock","333131","Mining Machinery and Equipment Manufacturing","mining rail cars "
"3520","Manufacture of railway and tramway locomotives and rolling stock","333923","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","locomotive cranes"
"3520","Manufacture of railway and tramway locomotives and rolling stock","336510","Railroad Rolling Stock Manufacturing","locomotives, railcars, subway and transit cars and other railroad rolling stock, including track maintenance vehicles and factory rebuilding of locomotives and railcars"
"3520","Manufacture of railway and tramway locomotives and rolling stock","488210","Support Activities for Rail Transportation","repairing locomotives and railroad cars (except factory rebuilding or factory conversion)"
"3530","Manufacture of aircraft and spacecraft","333319","Other Commercial and Service Industry Machinery Manufacturing","flight simulators"
"3530","Manufacture of aircraft and spacecraft","333999","All Other Miscellaneous General Purpose Machinery Manufacturing","aircraft carrier catapults (aircraft launching gear)"
"3530","Manufacture of aircraft and spacecraft","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","satellites"
"3530","Manufacture of aircraft and spacecraft","336311","Carburetor, Piston, Piston Ring, and Valve Manufacturing","aircraft engine pistons, piston rings, intake and exhaust valves, and carburetors"
"3530","Manufacture of aircraft and spacecraft","336411","Aircraft Manufacturing","aircraft manufacturing, R&D facilities producing prototypes, periodic overhaul and rebuilding of aircraft (bringing aircraft back to original specifications), factory conversion of aircraft"
"3530","Manufacture of aircraft and spacecraft","336412","Aircraft Engine and Engine Parts Manufacturing","aircraft engine and parts, turbine and internal combustion"
"3530","Manufacture of aircraft and spacecraft","336413","Other Aircraft Part and Auxiliary Equipment Manufacturing","aircraft parts, assemblies and subassemblies; target drones, and R&D facilities producing prototypes"
"3530","Manufacture of aircraft and spacecraft","336414","Guided Missile and Space Vehicle Manufacturing","complete spacecraft"
"3530","Manufacture of aircraft and spacecraft","336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","guided missile and space vehicle propulsion units and parts"
"3530","Manufacture of aircraft and spacecraft","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","spacecraft parts including, capsules"
"3530","Manufacture of aircraft and spacecraft","488190","Other Support Activities for Air Transportation","aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)"
"3591","Manufacture of motorcycles","333618","Other Engine Equipment Manufacturing","motorcycle engines"
"3591","Manufacture of motorcycles","336991","Motorcycle, Bicycle, and Parts Manufacturing","motorcycles"
"3592","Manufacture of bicycles and invalid carriages","336991","Motorcycle, Bicycle, and Parts Manufacturing","bicycles and bicycle parts"
"3592","Manufacture of bicycles and invalid carriages","339113","Surgical Appliance and Supplies Manufacturing","wheel chairs"
"3599","Manufacture of other transport equipment n.e.c.","331222","Steel Wire Drawing","shopping carts made in wire drawing plants"
"3599","Manufacture of other transport equipment n.e.c.","333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","wheel barrows, hand trucks, grocery carts made from purchased wire, and similar"
"3599","Manufacture of other transport equipment n.e.c.","336999","All Other Transportation Equipment Manufacturing","animal drawn wagons and buggies, vendor carts and similar"
"3599","Manufacture of other transport equipment n.e.c.","337127","Institutional Furniture Manufacturing","decorative restaurant carts, such as a desert cart, food wagons"
"3599","Manufacture of other transport equipment n.e.c.","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","repair of shopping carts, materials handling equipment, etc., for institutions"
"3599","Manufacture of other transport equipment n.e.c.","811490","Other Personal and Household Goods Repair and Maintenance","repair of animal drawn buggies and wagons"
"3610","Manufacture of furniture","238390","Other Building Finishing Contractors","modular furniture attachment and installation, partition installation, laboratory equipment furniture installation"
"3610","Manufacture of furniture","326199","All Other Plastics Product Manufacturing","plastics counter tops, not fabricated at the construction site"
"3610","Manufacture of furniture","336360","Motor Vehicle Seating and Interior Trim Manufacturing","motor vehicle seats, railroad seats, aircraft seats, transit equipment seats - includes metal seat frames"
"3610","Manufacture of furniture","337110","Wood Kitchen Cabinet and Counter Top Manufacturing","wood counter tops, table tops, plastics laminated over particleboard tops, kitchen cabinets, drainboards, vanities, medicine cabinets (bathroom)"
"3610","Manufacture of furniture","337121","Upholstered Household Furniture Manufacturing","upholstered household seating, spring assemblies for household seating"
"3610","Manufacture of furniture","337122","Nonupholstered Wood Household Furniture Manufacturing","wood chairs nonupholstered, high chairs, rockers, stools, porch swings, lawn seating, buffets, wood freestanding cabinets, kitchen tables, kitchen furniture (wood), china closets, serving carts, wooden bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
"3610","Manufacture of furniture","337124","Metal Household Furniture Manufacturing","metal nonupholstered chairs, kitchen chairs, porch swings, stools, wrought iron furniture, lawn seating, metal kitchen cabinets, metal kitchen tables, kitchen furniture metal, stools, wrought iron furniture (butler cabinets), metal bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
"3610","Manufacture of furniture","337125","Household Furniture (except Wood and Metal) Manufacturing","carseats for infants and children, cane-wood chairs, plastic chairs, fiber furniture (woven furniture), malacca furniture , fiberglass chairs, wicker chairs, kitchen furniture (plastic, wicker, willow, reed, fiberglass, rattan, stone, clay, cane, fibers), other household furniture made of reed, rattan, plastic, fiber, wicker, fiber, malacca, plastics, willow"
"3610","Manufacture of furniture","337127","Institutional Furniture Manufacturing","drafting tables and boards, benches (park type, public building) bleachers, cafeteria tables and benches, portable, folding chairs, factory stools, chairs, furniture for institutions and public buildings, pews, theater seating, school chairs with table., factory furniture, church furniture, prison beds, drafting tables, institutional furniture (all types including living room, bedroom, and other institutional furniture), work benches, tool stands, restaurant furniture, and similar"
"3610","Manufacture of furniture","337129","Wood Television, Radio, and Sewing Machine Cabinet Manufacturing","wooden housings for radios, televisions, loudspeakers, and sewing machines, wood sewing machine cabinets for institutional purposes are here in NAICS if they are used by the manufacturer of the sewing machine"
"3610","Manufacture of furniture","337211","Wood Office Furniture Manufacturing","wood office-type chairs, bookcases, cabinets, desks, filing cabinets (wood), modular furniture systems, tables"
"3610","Manufacture of furniture","337212","Custom Architectural Woodwork and Millwork Manufacturing","architectural seating (custom architectural woodwork), architectural office furniture (custom architectural woodwork), other customer architectural woodwork"
"3610","Manufacture of furniture","337214","Office Furniture (except Wood) Manufacturing","nonwood office chairs, upholstered padded and similar office chairs, nonwood office furniture: bookcases, cabinets, desks, filing cabinets, modular furniture systems, tables"
"3610","Manufacture of furniture","337215","Showcase, Partition, Shelving, and Locker Manufacturing","sleeper sofa mechanisms, other finished parts for seating, merchandise stands, display cases and fixtures (except refrigerated) manufacturing, finished furniture parts for office and shop furniture, finished kitchen furniture parts, finished parts for other furniture"
"3610","Manufacture of furniture","337910","Mattress Manufacturing","plastic waterbed mattresses, mattresses and box springs"
"3610","Manufacture of furniture","339111","Laboratory Apparatus and Furniture Manufacturing","laboratory benches, stools, and other laboratory seating, laboratory furniture (e.g., cabinets and tables) (except medical furniture for hospital and doctor offices)"
"3610","Manufacture of furniture","339942","Lead Pencil and Art Good Manufacturing","blackboards   "
"3610","Manufacture of furniture","811420","Reupholstery and Furniture Repair","repairing furniture except household, antique furniture restoration"
"3691","Manufacture of jewellery and related articles","327999","All Other Miscellaneous Nonmetallic Mineral Product Manufacturing","manufacturing and working but not setting synthetic precious or semiprecious stones for jewelry uses"
"3691","Manufacture of jewellery and related articles","339911","Jewelry (except Costume) Manufacturing","stamping coins, precious metal jewelry, chains and necklaces, natural and cultured pearls, buttons (except coins), articles of precious metal: wallets, toilet kit cases, cuff links, straps, rosaries, purses, pocketbooks, lighters, key cases, coin purses, precious metal and base metal clad with precious metal cigar and cigarette lighters"
"3691","Manufacture of jewellery and related articles","339912","Silverware and Hollowware Manufacturing","precious cutlery, engraving and etching precious flatware, hollowware, pewter ware, precious metal table cutlery, trophies (precious metal), cutlasses, swords, and bayonets"
"3691","Manufacture of jewellery and related articles","339913","Jewelers' Material and Lapidary Work Manufacturing","diamond cutting and polishing, drilling pearls, findings, lapidary work"
"3692","Manufacture of musical instruments","339920","Sporting and Athletic Goods Manufacturing","game calls (mouth blown signaling instruments) "
"3692","Manufacture of musical instruments","339992","Musical Instrument Manufacturing","musical instruments, acoustic and electric, and parts. Includes stringed, wind, keyboard, etc., instruments."
"3692","Manufacture of musical instruments","339999","All Other Miscellaneous Manufacturing","music boxes and whistles"
"3692","Manufacture of musical instruments","811490","Other Personal and Household Goods Repair and Maintenance","restoration services for organs, and similar instruments"
"3693","Manufacture of sports goods","339113","Surgical Appliance and Supplies Manufacturing","ear and noise plugs (e.g., for swimming and noise protection)"
"3693","Manufacture of sports goods","339920","Sporting and Athletic Goods Manufacturing","athletic goods, such as sports pads and safety equipment, athletic balls, fishing tackle, bobsleds, skis, archery, skates, swimming pools, wet suits, surf and sail boards, water sports equipment, exercise machines, gymnasium equipment"
"3693","Manufacture of sports goods","339932","Game, Toy, and Children's Vehicle Manufacturing","sleds for children, miscellaneous sporting toys (wiffle ball bats, other)"
"3694","Manufacture of games and toys","238290","Other Building Equipment Contractors","bowling alley and equipment installation"
"3694","Manufacture of games and toys","336991","Motorcycle, Bicycle, and Parts Manufacturing","children's metal tricycles"
"3694","Manufacture of games and toys","339920","Sporting and Athletic Goods Manufacturing","billiard and pool tables and equipment, bowling alley equipment (pin setters and ball return equipment)"
"3694","Manufacture of games and toys","339931","Doll and Stuffed Toy Manufacturing","action figures, cloth dolls, doll parts and clothing (except wigs), stuffed toys"
"3694","Manufacture of games and toys","339932","Game, Toy, and Children's Vehicle Manufacturing","game boards, toy furniture, children automobiles, craft and hobby kits, toy rifles, railroad model kits, rocking horses, video game machines, plastics tricycles, doll carriages"
"3694","Manufacture of games and toys","339999","All Other Miscellaneous Manufacturing","coin operated game machines, puppets, slot machines"
"3694","Manufacture of games and toys","811490","Other Personal and Household Goods Repair and Maintenance","repair of pinball machines and other coin-operated games, bowling alley equipment, and similar equipment"
"3699","Other manufacturing n.e.c.","314999","All Other Miscellaneous Textile Product Mills","powder puffs and mitts"
"3699","Other manufacturing n.e.c.","316999","All Other Leather Good Manufacturing","horsewhips and riding crops"
"3699","Other manufacturing n.e.c.","321912","Cut Stock, Resawing Lumber, and Planing","blocks for the manufacture of smoking pipes "
"3699","Other manufacturing n.e.c.","321999","All Other Miscellaneous Wood Product Manufacturing","handles for umbrellas, canes and similar "
"3699","Other manufacturing n.e.c.","322299","All Other Converted Paper Product Manufacturing","paper novelties made from purchased paper"
"3699","Other manufacturing n.e.c.","325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing","matches"
"3699","Other manufacturing n.e.c.","326192","Resilient Floor Covering Manufacturing","linoleum and other hard surface floor coverings (except rugs)"
"3699","Other manufacturing n.e.c.","326199","All Other Plastics Product Manufacturing","cigar and cigarette holders, combs, plastics hair curlers, plastics novelties and similar"
"3699","Other manufacturing n.e.c.","326299","All Other Rubber Product Manufacturing","rubber brushes, hard rubber pipe stems, hard rubber combs, hair pins, hair rollers, and similar"
"3699","Other manufacturing n.e.c.","332214","Kitchen Utensil, Pot, and Pan Manufacturing","kitchen hand sieves"
"3699","Other manufacturing n.e.c.","332439","Other Metal Container Manufacturing","metal vacuum jugs and bottles"
"3699","Other manufacturing n.e.c.","332618","Other Fabricated Wire Product Manufacturing","other hand sieves manufacturing"
"3699","Other manufacturing n.e.c.","332999","All Other Miscellaneous Fabricated Metal Product Manufacturing","metal badges and metal military insignia, metal hair curlers, metal umbrella handles and frames, combs"
"3699","Other manufacturing n.e.c.","333319","Other Commercial and Service Industry Machinery Manufacturing","mechanical carpet sweepers, carnival and amusement park rides manufacturing, shooting galleries, roundabouts"
