"ISIC","NAICSUS","notes"
"3190","336322","other motor vehicle electrical equipment, including generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc."
"3190","339950","electronic scoreboards"
"3190","811310","repair and maintenance of miscellaneous electrical machinery"
"3210","334411","electron tubes including CRTs, other vacuum tubes and parts (except glass blanks)"
"3210","334412","bare printed circuits, rigid and flexible (no components attached or inserted)"
"3210","334413","semiconductors and related devices, including discretes (transistors, diodes, and similar), integrated circuits (microprocessors, memory chips, controller chips, and similar), optoelectronic devices (such as solar cells)"
"3210","334414","electronic capacitors"
"3210","334415","electronic resistors"
"3210","334418","printed circuit assemblies for a variety of uses (board level devices), contract insertion of components on printed circuit boards"
"3210","334419","miscellaneous electronic devices, such as piezo electric devices, crystals, LCD discrete devices, filters, and other miscellaneous devices"
"3210","335999","electrical capacitors, resistors, condensers, and similar, accelerators"
"3220","334210","central office switching equipment, cordless telephones (except cellular), PBX equipment, telephones, and data communications equipment, such as bridges, routers, and gateways"
"3220","334220","wireless telephone equipment, radio and television broadcast equipment, CCTV equipment, television cameras, private FM radio communications systems, CB radios, and similar, including broadcast studio monitors"
"3220","334290","intercoms and similar communications equipment"
"3220","811213","repair and maintenance of communications equipment"
"3230","333313","electronic voting machines, dictating machines"
"3230","334210","telephone answering machines"
"3230","334220","broadcast studio equipment such as reproduction equipment, transmitting and receiving antennas, paging equipment"
"3230","334290","radio and infrared remote control devices"
"3230","334310","video cassette recorders, televisions, stereo equipment, speaker systems, household-type video cameras, jukeboxes, and amplifiers for musical instruments and public address systems."
"3230","334419","heads (pickup, recording, read/write, etc.), phonograph needles"
"3230","811213","repair and maintenance of public address equipment"
"3230","811310","repair of commercial equipment"
"3311","334510","electromedical and electrotherapeutic apparatus manufacturing, medical laser equipment, medical endoscopic equipment"
"3311","334517","X-ray and other irradiation apparatus, medical"
"3311","337127","hydraulic type beauty and barber chairs"
"3311","339111","laboratory sterilizers, hospital and surgical furniture"
"3311","339112","bone plates and screws, syringes, needles, catheters, cannulae, etc."
"3311","339113","including orthopedic and prosthetic devices, gas masks"
"3311","339114","dental instruments"
"3311","339115","glass eyes"
"3311","339116","artificial teeth, bridges, etc., made in dental labs"
"3311","811219","repair and maintenance of medical equipment"
"3312","332212","levels, tape measures and similar handtools, machinists' precision tools (except optical)"
"3312","333314","optical measuring and checking devices and instruments, such as optical comparators, gun sighting and fire control equipment, optical alignment, test, and control equipment"
"3312","333315","photographic light meters, range finders, etc."
"3312","333319","alignment and tire balancing equipment"
"3312","333999","balancing equipment (except wheel balancing)"
"3312","334220","communication signal testing apparatus"
"3312","334511","flight recorders, search, detection, navigation, aeronautical, and nautical equipment, including sonabouys"
"3312","334512","environmental controls and automatic controls for appliances, temperature, humidity and similar"
"3312","334514","fluid meters and counting devices"
"3312","334515","instruments for measuring electricity and electrical signals"
"3312","334516","laboratory analytical instruments"
"3312","334519","other measuring and controlling devices, such as radiation detection equipment, polygraph machines, thermometers (except bimetal medical type), meteorological instruments "
"3312","339111","laboratory scales, balances, incubators, and miscellaneous laboratory apparatus for measuring, testing, etc."
"3312","339112","medical thermometers"
"3312","811219","repair and maintenance of precision instruments and apparatus"
"3313","238290","assembly and installation of machinery in production lines"
"3313","334513","industrial process control equipment manufacturing "
"3313","811219","repair of process control instruments"
"3320","333295","photolithography equipment for semiconductor manufacturing"
"3320","333314","optical instruments and lenses, optical microscopes, binoculars, telescopes, etc."
"3320","333315","photographic equipment"
"3320","335921","fiber-optic cable made from purchased strand (live transmission of images)"
"3320","339115","ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles"
"3320","811219","repair of optical equipment"
"3330","334514","parking meters"
"3330","334518","watches, clocks, and parts, such as watch cases and housings of all materials, movements, chronometers, and similar - also includes time clocks, time/date stamps, time locks, and similar timing devices"
"3330","339911","precious metal watch bands"
"3330","339914","watch bands, metal (except precious metal)"
"3330","811310","parking meter and other commercial timing equipment repair"
"3410","333618","automotive diesel engines"
"3410","336111","car manufacturing on chassis of own manufacture"
"3410","336112","lightweight trucks and vans on chassis of own manufacture"
"3410","336120","heavy trucks, buses, tractors for semitrailers, on-highway special purpose vehicles, such as motor homes, garbage trucks or fire trucks on chassis of own manufacture"
"3410","336211","assembly of completed vehicles on purchased chassis (upfitters)"
"3410","336213","van and minivan conversion on a factory or assembly line basis, motor homes on purchased chassis"
"3410","336312","motor vehicle engines, gasoline new; factory rebuilding of automotive engines"
"3410","336510","trackless trolley buses (electric power from overhead or underground wires)"
"3410","336992","armored amphibious military vehicles"
"3410","336999","ATVs, golf carts, go-carts, snowmobiles, and similar, including race cars"
"3420","326199","plastics air cargo containers"
"3420","332420","heavy gauge containers for one or more modes of transportation, including tanks for tanker trailers"
"3420","332439","air cargo containers, light gauge metal"
"3420","333111","farm wagons (such as hay wagons)"
"3420","336211","manufacturing motor vehicle bodies, such as car bodies, ambulance bodies, truck cabs, and similar"
"3420","336212","general and special purpose semitrailers (fifth wheel type) and demountable cargo containers. This industry does not include specialty trailers for agricultural purposes, such as to be towed by agricultural tractors or combines for off-road use)"
"3420","336214","travel trailers (camper trailers), utility trailers, boat trailers, horse trailers, and similar trailers using a tongue and ball or receiver type hitch."
"3420","811121","custom fabrication of trailer bodies on a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
"3420","811310","reconditioning demountable cargo containers, shipping drums and barrels"
"3430","336211","fifth wheel assemblies"
"3430","336311","carburetors, engine intake and exhaust valves, pistons and piston rings, for motor vehicle engines"
"3430","336312","gasoline engine parts: bearings, connecting rods, crankshafts, cylinder heads, engine blocks, flywheels, fuel injection, manifolds, positive crankcase ventilation valves, rocker arms, timing gears and chains, and other automotive engine parts"
"3430","336330","steering boxes, rack and pinion units, steering wheels; shock absorbers, struts, tie rods, tie rod ends, and other suspension components"
"3430","336340","brakes and brake parts, brake rotors and drums, brake calipers and wheel cylinders, proportioning valves, brake shoes and pads, and similar"
"3430","336350","manual and automatic transmissions and transaxles, factory rebuilding of transmissions, torque converters, pressure plates and clutch disks, CV joints and universal joints, differentials, drive shafts, transmission parts and similar power train components"
"3430","336360","automobile seat covers, textile automobile trimmings, motor vehicle interior systems (headliners, panels, seats, trim), seat belts, tire covers"
"3430","336370","stampings for motor vehicles (plain stampings, if further worked or machined, they are classified as other motor vehicle parts)"
"3430","336399","mufflers, wheels, wipers, air bags, bumpers, catalytic converters, exhaust systems, gas tanks, sunroofs, trailer hitches, tow bars, radiators, oil coolers, transmission coolers, racks-luggage, bicycle and similar, miscellaneous motor vehicle parts, n.e.c."
"3430","336999","parts of ATV, snowmobiles, golf carts, go-carts"
"3511","238350","ship joinery "
"3511","326299","inflatable rubber life rafts and dinghies"
"3511","332312","prefabricated ship and barge sections"
"3511","332313","fabricated metal plate buoys"
"3511","336611","ship building, including activities, such as repair and maintenance performed in a shipyard"
"3511","488390","ship scaling not done in shipyards, repairs and routine maintenance performed by floating dry-docks"
"3512","326199","inflatable plastic pleasure boats"
"3512","326299","inflatable rubber pleasure boats"
"3512","332312","prefabricated boat sections"
"3512","336612","pleasure craft including sailboats, motorboats, rowboats, canoes, and similar pleasure craft (not made in shipyards)"
"3512","336999","personal watercraft"
"3512","441222","retail and repair of new boats, primarily repair"
"3512","811490","pleasure boat repair and maintenance services (not also selling new boats)"
"3520","333131","mining rail cars "
"3520","333923","locomotive cranes"
"3520","336510","locomotives, railcars, subway and transit cars and other railroad rolling stock, including track maintenance vehicles and factory rebuilding of locomotives and railcars"
"3520","488210","repairing locomotives and railroad cars (except factory rebuilding or factory conversion)"
"3530","333319","flight simulators"
"3530","333999","aircraft carrier catapults (aircraft launching gear)"
"3530","334220","satellites"
"3530","336311","aircraft engine pistons, piston rings, intake and exhaust valves, and carburetors"
"3530","336411","aircraft manufacturing, R&D facilities producing prototypes, periodic overhaul and rebuilding of aircraft (bringing aircraft back to original specifications), factory conversion of aircraft"
"3530","336412","aircraft engine and parts, turbine and internal combustion"
"3530","336413","aircraft parts, assemblies and subassemblies; target drones, and R&D facilities producing prototypes"
"3530","336414","complete spacecraft"
"3530","336415","guided missile and space vehicle propulsion units and parts"
"3530","336419","spacecraft parts including, capsules"
"3530","488190","aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)"
"3591","333618","motorcycle engines"
"3591","336991","motorcycles"
"3592","336991","bicycles and bicycle parts"
"3592","339113","wheel chairs"
"3599","331222","shopping carts made in wire drawing plants"
"3599","333924","wheel barrows, hand trucks, grocery carts made from purchased wire, and similar"
"3599","336999","animal drawn wagons and buggies, vendor carts and similar"
"3599","337127","decorative restaurant carts, such as a desert cart, food wagons"
"3599","811310","repair of shopping carts, materials handling equipment, etc., for institutions"
"3599","811490","repair of animal drawn buggies and wagons"
"3610","238390","modular furniture attachment and installation, partition installation, laboratory equipment furniture installation"
"3610","326199","plastics counter tops, not fabricated at the construction site"
"3610","336360","motor vehicle seats, railroad seats, aircraft seats, transit equipment seats - includes metal seat frames"
"3610","337110","wood counter tops, table tops, plastics laminated over particleboard tops, kitchen cabinets, drainboards, vanities, medicine cabinets (bathroom)"
"3610","337121","upholstered household seating, spring assemblies for household seating"
"3610","337122","wood chairs nonupholstered, high chairs, rockers, stools, porch swings, lawn seating, buffets, wood freestanding cabinets, kitchen tables, kitchen furniture (wood), china closets, serving carts, wooden bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
"3610","337124","metal nonupholstered chairs, kitchen chairs, porch swings, stools, wrought iron furniture, lawn seating, metal kitchen cabinets, metal kitchen tables, kitchen furniture metal, stools, wrought iron furniture (butler cabinets), metal bedroom furniture, bookcases, buffets, card and coffee tables, cots, cribs, dining room furniture, end tables, lawn and porch furniture (except seating), living room furniture, home entertainment centers, hammocks, futons, wardrobes, room dividers"
"3610","337125","carseats for infants and children, cane-wood chairs, plastic chairs, fiber furniture (woven furniture), malacca furniture , fiberglass chairs, wicker chairs, kitchen furniture (plastic, wicker, willow, reed, fiberglass, rattan, stone, clay, cane, fibers), other household furniture made of reed, rattan, plastic, fiber, wicker, fiber, malacca, plastics, willow"
"3610","337127","drafting tables and boards, benches (park type, public building) bleachers, cafeteria tables and benches, portable, folding chairs, factory stools, chairs, furniture for institutions and public buildings, pews, theater seating, school chairs with table., factory furniture, church furniture, prison beds, drafting tables, institutional furniture (all types including living room, bedroom, and other institutional furniture), work benches, tool stands, restaurant furniture, and similar"
"3610","337129","wooden housings for radios, televisions, loudspeakers, and sewing machines, wood sewing machine cabinets for institutional purposes are here in NAICS if they are used by the manufacturer of the sewing machine"
"3610","337211","wood office-type chairs, bookcases, cabinets, desks, filing cabinets (wood), modular furniture systems, tables"
"3610","337212","architectural seating (custom architectural woodwork), architectural office furniture (custom architectural woodwork), other customer architectural woodwork"
"3610","337214","nonwood office chairs, upholstered padded and similar office chairs, nonwood office furniture: bookcases, cabinets, desks, filing cabinets, modular furniture systems, tables"
"3610","337215","sleeper sofa mechanisms, other finished parts for seating, merchandise stands, display cases and fixtures (except refrigerated) manufacturing, finished furniture parts for office and shop furniture, finished kitchen furniture parts, finished parts for other furniture"
"3610","337910","plastic waterbed mattresses, mattresses and box springs"
"3610","339111","laboratory benches, stools, and other laboratory seating, laboratory furniture (e.g., cabinets and tables) (except medical furniture for hospital and doctor offices)"
"3610","339942","blackboards   "
"3610","811420","repairing furniture except household, antique furniture restoration"
"3691","327999","manufacturing and working but not setting synthetic precious or semiprecious stones for jewelry uses"
"3691","339911","stamping coins, precious metal jewelry, chains and necklaces, natural and cultured pearls, buttons (except coins), articles of precious metal: wallets, toilet kit cases, cuff links, straps, rosaries, purses, pocketbooks, lighters, key cases, coin purses, precious metal and base metal clad with precious metal cigar and cigarette lighters"
"3691","339912","precious cutlery, engraving and etching precious flatware, hollowware, pewter ware, precious metal table cutlery, trophies (precious metal), cutlasses, swords, and bayonets"
"3691","339913","diamond cutting and polishing, drilling pearls, findings, lapidary work"
"3692","339920","game calls (mouth blown signaling instruments) "
"3692","339992","musical instruments, acoustic and electric, and parts. Includes stringed, wind, keyboard, etc., instruments."
"3692","339999","music boxes and whistles"
"3692","811490","restoration services for organs, and similar instruments"
"3693","339113","ear and noise plugs (e.g., for swimming and noise protection)"
"3693","339920","athletic goods, such as sports pads and safety equipment, athletic balls, fishing tackle, bobsleds, skis, archery, skates, swimming pools, wet suits, surf and sail boards, water sports equipment, exercise machines, gymnasium equipment"
"3693","339932","sleds for children, miscellaneous sporting toys (wiffle ball bats, other)"
"3694","238290","bowling alley and equipment installation"
"3694","336991","children's metal tricycles"
"3694","339920","billiard and pool tables and equipment, bowling alley equipment (pin setters and ball return equipment)"
"3694","339931","action figures, cloth dolls, doll parts and clothing (except wigs), stuffed toys"
"3694","339932","game boards, toy furniture, children automobiles, craft and hobby kits, toy rifles, railroad model kits, rocking horses, video game machines, plastics tricycles, doll carriages"
"3694","339999","coin operated game machines, puppets, slot machines"
"3694","811490","repair of pinball machines and other coin-operated games, bowling alley equipment, and similar equipment"
"3699","314999","powder puffs and mitts"
"3699","316999","horsewhips and riding crops"
"3699","321912","blocks for the manufacture of smoking pipes "
"3699","321999","handles for umbrellas, canes and similar "
"3699","322299","paper novelties made from purchased paper"
"3699","325998","matches"
"3699","326192","linoleum and other hard surface floor coverings (except rugs)"
"3699","326199","cigar and cigarette holders, combs, plastics hair curlers, plastics novelties and similar"
"3699","326299","rubber brushes, hard rubber pipe stems, hard rubber combs, hair pins, hair rollers, and similar"
"3699","332214","kitchen hand sieves"
"3699","332439","metal vacuum jugs and bottles"
"3699","332618","other hand sieves manufacturing"
"3699","332999","metal badges and metal military insignia, metal hair curlers, metal umbrella handles and frames, combs"
"3699","333319","mechanical carpet sweepers, carnival and amusement park rides manufacturing, shooting galleries, roundabouts"
"3699","339914","nonprecious costume jewelry and imitation pearls"
"3699","339932","baby carriages and strollers"
"3699","339941","pen and mechanical pencil manufacturing"
"3699","339942","modeling clay, artist's paint brushes, chalk, clay, crayons, lead refills, pencils"
"3699","339943","date stamps (hand operated), seal presses, ink-pads, hand embossers"
"3699","339944","typewriter ribbons"
"3699","339993","fasteners (e.g., glove, hook-and-eye, slide, snap), buttons, belt buckles and safety pins, hairpins (except rubber)"
"3699","339994","brooms, brushes, mops, paint-brushes and rollers, toothbrushes"
"3699","339995","wood burial caskets, fiberglass burial caskets"
"3699","339999","feather dusters, cigarette lighters and flints, tobacco pipes, umbrellas, demonstration models, candles, mannequins, artificial flowers, embroidery kits, pipe cleaners, hair pieces (animal, synthetic and human), artificial Christmas trees and tree ornaments (except glass)"
"3699","711510","taxidermists (wildlife artists)"
"3710","423930","metal salvage yards cutting, crushing, or otherwise chemically or mechanically altering metal scrap"
"3710","488390","ship breaking or dismantling done on a floating dry dock"
"3710","562920","metal waste and scrap recovery facilities"
"3720","423930","mechanical or chemical transformation of scrap or waste (except metal) into a usable intermediate input, such as shredding tires or plastics products"
"3720","562920","nonmetal waste and scrap recovery facilities"
"4010","221111","hydroelectric power generation"
"4010","221112","fossil fuel electric power generation"
"4010","221113","nuclear power generation"
"4010","221119","other electric power generation"
"4010","221121","transmission of electric power"
"4010","221122","distribution services for electric power, electric power brokers and agents arranging the sale of electric power through distribution systems owned by others"
"4020","221210","modification of gas that is part of distribution, manufacture of gas by utilities, distribution of natural gas, brokers and agents selling natural gas via distribution systems owned by others"
"4030","221330","providing steam, heated air, or cooled air"
"4030","312113","ice manufacturing  for nonfood purposes"
"4030","424990","wholesale of ice for nonfood purposes"
"4100","221310","operation of water treatment plants, distribution networks, and supply of water"
"4510","213113","test drilling for coal mining on a contract or fee basis"
"4510","213114","overburden removal for ferrous metal  mining, or overburden removal for nonferrous metal mining, mining of clays and kaolin,  performed on a contract or fee basis, test drilling for metal mining on a contract or fee basis"
"4510","213115","overburden removal for mining ornamental and building stone, limestone, gypsum, and chalk, slate, sand and gravel pits, mining of clays and kaolin, mining of chemical and fertilizer minerals, mining of salt, other mining, n.e.c., performed on a contract or fee basis, test drilling for nonmetallic minerals (except fuels) mining on a contract or fee basis"
"4510","237990","microtunneling (horizontal drilling to install cables, conduit, drains, and similar), drainage projects (such as urban storm water runoff control systems), soil stabilization using anchored earth procedures"
"4510","238910","core drilling and test boring for construction, demolition of buildings and other structures, excavation and grading, earth moving, trenching (except underwater), blasting, dewatering contractors [assume this is draining building sites and agricultural and forestry land], and land clearing, core drilling and test boring for construction"
"4520","236115","new construction of single-family housing, (except speculative or operative builders). Includes single-family design-build firms and single-family construction management firms acting as general contractors."
"4520","236116","new construction of multifamily housing, (except speculative or operative builders). Includes multifamily design-build firms and multifamily construction management firms acting as general contractors."
"4520","236117","residential operative builders subcontracting all construction work to other units, new construction of single-family or multifamily housing on own account (speculative or operative builders) using own employees"
"4520","236118","additions, alterations, reconstruction, maintenance and repair work of existing houses and other residential buildings"
"4520","236200","nonresidential operative builders subcontracting all construction work to other units, nonresidential operative builders performing construction work with their own employees"
"4520","236210","new construction or additions, alterations, maintenance, and repairs of existing industrial buildings, such as plants, factories, mills. Does not include warehouses., industrial oven construction"
"4520","236220","construction or maintenance and repairs of commercial or institutional buildings, such as stores, schools, hospitals, office buildings, industrial warehouses, bus shelters, stadiums, arenas, and other structures for sporting or recreational facilities"
"4520","237110","construction of water and sewer distribution lines, mains, pipes, and connections, including related structures, such as tanks, pumping stations and treatment plants.  Special trade contractors primarily engaged in these activities are included., water well drilling (except water intake wells in oil and gas fields)"
"4520","237120","oil and gas pipeline construction (long distance and distribution systems) and related structures, such as refineries, storage tanks, and petrochemical plants. Includes specialty trade contractors primarily engaged in these activities."
"4520","237130","construction of power and communications lines, towers and related structures, such as power plants (except hydroelectric), underground cable construction companies, and specialty trade contractors primarily engaged in these civil engineering activities"
"4520","237310","construction of bridges and elevated highways. Includes new work, reconstruction, rehabilitation, and repairs. Includes specialty trade contractors engaged in activities primarily related to bridge and elevated motorway construction., construction of roads, streets, and highways; airport runways; concrete and asphalt work; painting lines on highways, streets, and parking lots; traffic sign, guardrail and similar installation on highways, streets, and bridges"
"4520","237990","construction of tunnels, subways, hydroelectric generating facilities, and ski lifts.  Includes specialty trade contractors primarily engaged in these activities., railroad construction, athletic field construction, golf course construction, playground construction, outdoor tennis court construction, and similar, construction of channels, dams, and docks; marine construction; dredging; riprap installation; seawall construction; other marine or underwater construction activities, such as marine pile driving"
"4520","238110","concrete work (except paving); concrete pouring and finishing; concrete pumping; footing and foundation concrete contractors; concrete chimneys; mud jacking contractors, shotcrete contractors"
"4520","238120","concrete product installation (including precast panel, slab, or form); erecting and assembling structural steel parts and assembling and installing other steel construction products; rebar installation contractors"
"4520","238130","roof truss installation, wood foundation and structure contractors (framing contractors)"
"4520","238140","block, brick, and concrete block laying; building foundation (brick, block, stone) contractors; brick chimneys and fireplaces; marble slate, granite and other stone setting; masonry repair, such as pointing and caulking"
"4520","238160","installation of roofing materials on flat or sloped roofs. Includes asphaltic or fiberglass shingles, shakes, corrugated roof panels, membranes, hot asphalt and other roofing systems including roof painting."
"4520","238170","installation of gutters, downspouts, fascia, soffit, and flashing, installation of wood, metal, vinyl, and other siding materials"
"4520","238190","erecting and dismantling forms for poured concrete, metal curtain wall installation, on-site welding"
"4520","238220","installation of cooling towers and other industrial or commercial cooling equipment, chimney liner installation"
"4520","238910","pile driving, building foundation; foundation digging and drilling, septic tank and cess pool installation"
"4520","238990","interlocking block walkways, driveways, patios, etc., steeplejack work; lifting work (lifting work is contracted for rather than an hourly rate for the crane operator); house moving contractors"
"4530","236118","general technical repair and maintenance of residential building installations -- handyman services residential"
"4530","236220","general technical repair and maintenance of commercial and institutional building installations"
"4530","237310","traffic signaling and lighting installation contractors (if they are specialized in this activity only)"
"4530","238190","awning installation, ornamental metal work, such as railings (functional items), shutter installation"
"4530","238210","electrical wiring and low voltage wiring, such as telecommunications, cable TV, home automation, audio system computer network and similar, airport runway lighting; highway, street, bridge lighting and electrical signals; traffic signal installation"
"4530","238220","industrial boiler repair and installation, electrical heating systems contractors, household boiler repair and installation, plumbing contractors, HVAC contractors; fire sprinkler system and lawn sprinkler system installation; heating and cooling duct installation"
"4530","238290","installation of elevators and escalators, lightning protection equipment, household antennas including residential satellite dishes, and building equipment such as conveyors, gasoline station equipment (pumps, lifts), central vacuum cleaning systems, etc., boiler and pipe insulation, duct insulation, service station pumps, installation and repair"
"4530","238310","soundproofing and building insulation contractors (wall cavity, attic, for example)"
"4530","238390","waterproofing and damp proofing contractors "
"4530","238990","fence installation, sign erection, billboard erection, flag pole installation"
"4530","811310","repair of power boilers"
"4540","238140","stucco contractors, glass block installation"
"4540","238150","glass and mirror installation"
"4540","238190","ornamental metal work installation and decorative steel and wrought iron work installation"
"4540","238290","overhead door (commercial and industrial type) installation, automated door installation, revolving door installation"
"4540","238310","drywall installation and finishing contractors, plastering contractors including fresco contractors, lathing contractors, drop ceiling installation on metal structures, installation of acoustic tiles and panels"
"4540","238320","wallpaper hanging and removal, interior and exterior painting; bridge painting, and painting of other civil engineering structures"
"4540","238330","laying of carpeting, linoleum, and hardwood (includes refinishing and resurfacing). Selling and installation by a building materials dealer is retail, sale and installation by a construction contractor is construction."
"4540","238340","interior installation of tile, stone, marble, granite, slate, mosaic, and terrazzo floor and wall covering"
"4540","238350","door and window frame construction; prefabricated door and window installation, paneling installation, prefabricated cabinet installation, garage door installation, millwork installation;  on site fabrication of cabinets, includes skylight installation "
"4540","238390","window shade and blind installation, countertop and cabinet, metal (except residential), installation; moveable or demountable partition installation, modular office furniture installation contractors, bathtub refinishing, installation of custom sheet metal work or fabrication on site"
"4540","238990","sandblasting building exteriors; private outdoor swimming pool construction "
"4540","561790","power washing and other exterior cleaning"
"4550","238910","construction equipment rental with operator, (except cranes)"
"4550","238990","crane rental, with operator "
"5010","423110","cars, trucks, ATVs, etc., wholesale"
"5010","423910","wholesale of go-carts"
"5010","425110","motor vehicle B2B"
"5010","425120","motor vehicle agents and brokers"
"5010","441110","new car dealers"
"5010","441120","used car dealers"
"5010","441210","RVs"
"5010","441229","other motor vehicle dealers, including utility trailers, snow mobiles, golf carts"
"5020","488410","automobile towing services (covering emergency road services)"
"5020","811111","general repair shops"
"5020","811112","muffler shops"
"5020","811113","transmission shops"
"5020","811118","other mechanical and electrical repair, including brake shops, tune-up shops, automotive electrical repair shops"
"5020","811121","automobile upholstery and seat repair, body and interior repair shops, including custom conversion of vans"
"5020","811122","automotive glass shops"
"5020","811191","oil change and lube shops"
"5020","811192","car washes"
"5020","811198","other specialized auto repair, such as air conditioning repair shops, rust proofing, diagnostic shops, and do-it-yourself (DIY) garages"
"5020","811310","repair of trailers"
"5030","423110","motor vehicle bodies, wholesale"
"5030","423120","wholesale of new motor vehicle parts and supplies"
"5030","423130","wholesale of tires and tubes"
"5030","423140","wholesale of used motor vehicle parts"
"5030","423730","automotive air-conditioners, wholesale"
"5030","425110","parts B2B markets"
"5030","425120","parts agents and brokers"
"5030","441210","RV parts and accessories dealers"
"5030","441310","auto parts stores"
"5030","441320","tire dealers, new and used"
"5030","452990","auto and home stores"
"5040","423110","motorcycle wholesalers"
"5040","423120","new motorcycle parts wholesale"
"5040","423130","wholesale of motorcycle tires and tubes"
"5040","423140","wholesale of used motorcycle parts"
"5040","425110","Motorcycle and parts B2B markets"
"5040","425120","motorcycle agents and brokers"
"5040","441221","motorcycle dealers"
"5040","441310","motorcycle parts stores"
"5040","441320","motorcycle tire dealers, new and used"
"5040","488410","motorcycle towing and emergency road services"
"5040","811490","general motorcycle repair shops, without retailing new motorcycles"
"5050","447110","gas stations with convenience stores, with plurality of sales in gasoline"
"5050","447190","gas stations without convenience stores, including service stations"
"5110","425110","B2B markets for agricultural raw materials, live animals, textile raw materials, and semifinished goods, fuels, ores, metals, and industrial chemicals, furniture, household goods, hardware, and ironmongery, textiles, clothing, footwear, and leather goods, variety of goods, motor vehicle agents and brokers, specialized sale of food beverages, tobacco, particular products or ranges of products, n.e.c., timber, building materials, industrial equipment,"
"5110","425120","agents and brokers for agricultural raw materials, live animals, textile raw materials, and semifinished goods, fuels, ores, metals, and industrial chemicals, timber and building materials, machinery, industrial equipment, ships and aircrafts, furniture, household goods, hardware, and ironmongery, textiles, clothing, footwear, and leather goods, food, beverages, and tobacco, particular products or ranges of products, n.e.c., and for a variety of goods"
"5121","424440","live poultry"
"5121","424510","grain and filed bean wholesalers"
"5121","424520","cattle, goats, hogs, sheep and other livestock markets"
"5121","424590","other farm product raw materials, wholesale of chicks, horses, mules, hides, skins, and leather, leaf tobacco"
"5121","424910","feed, seed, and other farm supplies, bulbs and ornamental flower seeds"
"5121","424930","flowers, plants, nursery stock"
"5121","424990","oilseed cake, Christmas trees, natural and artificial, dogs, cats, tropical fish, bait, and similar live animals, dressed furs and skins, ice for food purposes (wholesale for other uses is in utilities)"
"5122","424410","selling a general line or wide variety of grocery products"
"5122","424420","frozen food"
"5122","424430","dairy products (except dried or canned)"
"5122","424440","chicken, turkey, duck, eggs, etc."
"5122","424450","chocolate and nonchocolate confectionery, potato chips and snacks, processed and salted nuts, fish and seafood"
"5122","424460","fish and seafood"
"5122","424470","meat and meat products, such as lunch meat, lard"
"5122","424480","wholesale of fresh fruits and vegetables"
"5122","424490","dried or canned dairy products, cooking oils, other edible oils, soft drinks, juices, etc., refined sugar and bakery products (except frozen), coffee, tea, and spices, miscellaneous food wholesalers, including salt, pasta, pet food, potato products (except chips and other potato snacks), processed fruits and vegetables, canned meat and seafood, flavoring extracts"
"5122","424590","raw sugar, unrefined, cacao beans"
"5122","424810","beer and ale"
"5122","424820","wine and distilled beverages"
"5122","424940","tobacco and tobacco products"
"5122","424990","ice for food purposes (wholesale for other uses is in utilities)"
"5131","423220","linens (bed, bath, table, etc.)"
"5131","424310","thread, sewing needles, fabric, trimmings, bindings, etc. "
"5131","424320","men's and boys' clothing and furnishings, including umbrellas as furnishings"
"5131","424330","women's, children's, and infants' clothing and accessories, including umbrellas as accessories"
"5131","424340","footwear, including athletic"
"5131","424990","yarn, textile bags, and felt"
"5139","423210","household furniture"
"5139","423220","lamps and lighting fixtures, china, glassware, and nonprecious flatware and cutlery, carpets and other floor coverings, woodenware, corkware, wickerwear"
"5139","423310","kitchen cabinets"
"5139","423410","photographic equipment"
"5139","423450","medical instruments and orthopedic devices"
"5139","423460","optical goods except cameras, including glasses and sunglasses"
"5139","423610","wiring supplies, such as switches, fuses, circuit breakers, wire, etc.; lighting equipment and light bulbs"
"5139","423620","radios, TVs, electric household appliances, such as stoves or air-conditioners, auto audio equipment, and household sewing machines, gas refrigerators, dryers, and similar"
"5139","423720","nonelectric household appliances, such as gas ovens and gas fireplaces"
"5139","423850","janitorial supplies"
"5139","423910","bicycles and other sporting and recreational goods, including sporting firearms"
"5139","423920","toys and dolls"
"5139","423940","precious metal cutlery and flatware, watches, clocks, and jewelry"
"5139","423990","pre-recorded audio and video tapes, CDs, records, and similar, luggage, musical instruments, games"
"5139","424120","social stationery, greeting cards, and similar"
"5139","424130","disposable cups, dishes, flatware, etc."
"5139","424210","perfume and cosmetics, pharmaceuticals and similar preparations"
"5139","424690","cleaning and polishing preparations"
"5139","424920","books, newspapers, periodicals"
"5139","424950","wallpaper"
"5139","424990","leather goods (except belting, gloves, handbags, travel bags, and footwear)"
"5141","423520","coal and other solid fuel (minerals)"
"5141","423990","firewood "
"5141","424710","bulk stations and terminals (tank farms)"
"5141","424720","petroleum and petroleum products, including fuel oil truck jobbers"
"5141","424990","charcoal"
"5142","423510","products of the primary metals industries-these may perform functions such as cutting, bending, or edging as part of the sale "
"5142","423520","metal ores"
"5143","423120","mechanics' handtools"
"5143","423310","lumber, wood, and plywood"
